"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod"
"70","VASI","NA","No","NA","NA","No"
"71","ACCI","NA","No","NA","NA","No"
"71","ACGL","NA","No","NA","NA","No"
"71","ACMI","No","NA","NA","NA","No"
"71","AMAL","NA","No","NA","NA","No"
"71","ARUV","No","NA","NA","NA","No"
"71","ATFI","NA","No","NA","NA","No"
"71","CAME","NA","No","NA","NA","No"
"71","CARU","Yes","NA","NA","NA","No"
"71","CEVE","No","NA","NA","NA","No"
"71","CHUM","NA","No","NA","NA","No"
"71","CLUN","NA","No","NA","NA","No"
"71","COCA","NA","No","NA","NA","No"
"71","EPAN","No","NA","NA","NA","No"
"71","GAOV","NA","No","NA","NA","No"
"71","GASH","NA","No","NA","NA","No"
"71","GOOB","NA","No","NA","NA","No"
"71","GYDR","NA","No","NA","NA","No"
"71","HIAL","NA","No","NA","NA","No"
"71","HODI","NA","No","Yes","NA","No"
"71","LIBO","NA","No","NA","NA","No"
"71","MANE","NA","No","NA","NA","No"
"71","MEFE","NA","No","NA","NA","No"
"71","OPHO","NA","No","NA","NA","No"
"71","PAMY","No","NA","NA","NA","Yes"
"71","POMU","NA","No","NA","NA","No"
"71","PTAQ","NA","No","NA","NA","No"
"71","RULA","NA","No","NA","NA","No"
"71","RUPA","NA","No","NA","NA","No"
"71","RUPE","NA","No","NA","NA","No"
"71","RUSP","NA","No","NA","NA","No"
"71","SOSI","NA","No","NA","NA","No"
"71","SPBE","NA","Yes","NA","NA","No"
"71","TITR","NA","No","NA","NA","No"
"71","TRBO","NA","No","NA","NA","No"
"71","VAME","No","NA","Yes","NA","Yes"
"71","VASI","NA","No","NA","NA","No"
"72","ACCI","NA","No","NA","NA","No"
"72","ACGL","NA","No","NA","NA","No"
"72","ACMI","No","NA","NA","NA","No"
"72","AMAL","NA","Yes","NA","NA","No"
"72","ARUV","No","NA","NA","NA","No"
"72","ATFI","NA","No","NA","NA","No"
"72","CAME","NA","No","NA","Yes","NA"
"72","CARU","No","NA","NA","NA","Yes"
"72","CEVE","No","NA","NA","NA","No"
"72","CHUM","NA","No","NA","NA","No"
"72","CLUN","NA","No","NA","NA","No"
"72","COCA","NA","No","NA","NA","No"
"72","EPAN","No","NA","NA","NA","Yes"
"72","GAOV","NA","No","NA","NA","No"
"72","GASH","NA","No","NA","NA","No"
"72","GOOB","NA","No","NA","NA","No"
"72","GYDR","NA","No","NA","NA","No"
"72","HIAL","NA","No","NA","NA","No"
"72","HODI","NA","No","Yes","NA","No"
"72","LIBO","NA","No","NA","NA","No"
"72","MANE","NA","No","NA","NA","No"
"72","MEFE","NA","No","NA","NA","No"
"72","OPHO","NA","No","NA","NA","Yes"
"72","PAMY","No","NA","NA","NA","Yes"
"72","POMU","NA","No","NA","NA","No"
"72","PTAQ","NA","No","NA","NA","No"
"72","RULA","NA","No","NA","NA","No"
"72","RUPA","NA","No","NA","NA","No"
"72","RUPE","NA","No","NA","NA","No"
"72","RUSP","NA","No","NA","NA","No"
"72","SOSI","NA","No","NA","NA","No"
"72","SPBE","NA","No","NA","NA","No"
"72","TITR","NA","No","NA","NA","No"
"72","TRBO","NA","No","NA","NA","No"
"72","VAME","No","NA","Yes","NA","Yes"
"72","VASI","NA","No","NA","NA","No"
"73","ACCI","NA","No","NA","NA","No"
"73","ACGL","NA","No","NA","NA","No"
"73","ACMI","No","NA","NA","NA","No"
"73","AMAL","NA","No","NA","NA","No"
"73","ARUV","No","NA","NA","NA","No"
"73","ATFI","NA","No","NA","NA","No"
"73","CAME","NA","No","NA","NA","No"
"73","CARU","No","NA","NA","NA","No"
"73","CEVE","No","NA","NA","NA","No"
"73","CHUM","NA","No","NA","NA","No"
"73","CLUN","NA","No","NA","NA","No"
"73","COCA","NA","No","NA","NA","No"
"73","EPAN","No","NA","NA","NA","No"
"73","GAOV","NA","No","NA","NA","No"
"73","GASH","NA","No","NA","NA","No"
"73","GOOB","NA","No","NA","NA","No"
"73","GYDR","NA","No","NA","NA","No"
"73","HIAL","NA","No","NA","NA","No"
"73","HODI","NA","No","Yes","NA","No"
"73","LIBO","NA","No","NA","NA","No"
"73","MANE","NA","No","NA","NA","No"
"73","MEFE","NA","No","NA","NA","No"
"73","OPHO","NA","No","NA","NA","Yes"
"73","PAMY","No","NA","NA","NA","Yes"
"73","POMU","NA","No","NA","NA","No"
"73","PTAQ","NA","No","NA","NA","No"
"73","RULA","NA","No","NA","NA","No"
"73","RUPA","NA","No","NA","NA","No"
"73","RUPE","NA","No","NA","NA","No"
"73","RUSP","NA","No","NA","NA","No"
"73","SOSI","NA","No","NA","NA","No"
"73","SPBE","NA","No","NA","NA","No"
"73","TITR","NA","No","NA","NA","No"
"73","TRBO","NA","No","NA","NA","No"
"73","VAME","No","NA","Yes","NA","Yes"
"73","VASI","NA","No","NA","NA","No"
"74","ACCI","NA","No","NA","NA","No"
"74","ACGL","NA","No","NA","NA","No"
"74","ACMI","No","NA","NA","NA","No"
"74","AMAL","NA","No","NA","NA","No"
"74","ARUV","No","NA","NA","NA","No"
"74","ATFI","NA","No","NA","NA","No"
"74","CAME","NA","No","NA","NA","No"
"74","CARU","Yes","NA","NA","NA","No"
"74","CEVE","No","NA","NA","NA","No"
"74","CHUM","NA","No","NA","NA","No"
"74","CLUN","NA","No","NA","NA","No"
"74","COCA","NA","No","NA","NA","No"
"74","EPAN","No","NA","NA","NA","Yes"
"74","GAOV","NA","No","NA","NA","No"
"74","GASH","NA","No","NA","NA","No"
"74","GOOB","NA","No","NA","NA","No"
"74","GYDR","NA","No","NA","NA","No"
"74","HIAL","NA","No","NA","NA","No"
"74","HODI","NA","No","Yes","NA","No"
"74","LIBO","NA","No","NA","NA","No"
"74","MANE","NA","No","NA","NA","No"
"74","MEFE","NA","No","NA","NA","No"
"74","OPHO","NA","No","NA","NA","No"
"74","PAMY","No","NA","NA","NA","Yes"
"74","POMU","NA","No","NA","NA","No"
"74","PTAQ","NA","No","NA","NA","No"
"74","RULA","NA","No","NA","NA","No"
"74","RUPA","NA","No","NA","NA","No"
"74","RUPE","NA","No","NA","NA","No"
"74","RUSP","NA","No","NA","NA","No"
"74","SOSI","NA","No","NA","NA","No"
"74","SPBE","NA","Yes","NA","NA","No"
"74","TITR","NA","No","NA","NA","No"
"74","TRBO","NA","No","NA","NA","No"
"74","VAME","No","NA","Yes","NA","Yes"
"74","VASI","NA","No","NA","NA","No"
"75","ACCI","NA","No","NA","NA","No"
"75","ACGL","NA","No","NA","NA","No"
"75","ACMI","No","NA","NA","NA","No"
"75","AMAL","NA","No","NA","NA","No"
"75","ARUV","No","NA","NA","NA","No"
"75","ATFI","NA","No","NA","NA","No"
"75","CAME","NA","No","NA","Yes","NA"
"75","CARU","No","NA","NA","NA","Yes"
"75","CEVE","No","NA","NA","NA","No"
"75","CHUM","NA","No","NA","NA","No"
"75","CLUN","NA","No","NA","NA","No"
"75","COCA","NA","No","NA","NA","No"
"75","EPAN","No","NA","NA","NA","No"
"75","GAOV","NA","No","NA","NA","No"
"75","GASH","NA","No","NA","NA","No"
"75","GOOB","NA","No","NA","NA","No"
"75","GYDR","NA","No","NA","NA","No"
"75","HIAL","NA","No","NA","NA","No"
"75","HODI","NA","No","Yes","NA","No"
"75","LIBO","NA","No","NA","NA","No"
"75","MANE","NA","No","NA","NA","No"
"75","MEFE","NA","No","NA","NA","No"
"75","OPHO","NA","No","NA","NA","Yes"
"75","PAMY","No","NA","NA","NA","Yes"
"75","POMU","NA","No","NA","NA","No"
"75","PTAQ","NA","No","NA","NA","No"
"75","RULA","NA","No","NA","NA","No"
"75","RUPA","NA","No","NA","NA","No"
"75","RUPE","NA","No","NA","NA","No"
"75","RUSP","NA","No","NA","NA","No"
"75","SOSI","NA","No","NA","NA","No"
"75","SPBE","NA","Yes","NA","NA","No"
"75","TITR","NA","No","NA","NA","No"
"75","TRBO","NA","No","NA","NA","No"
"75","VAME","No","NA","Yes","NA","Yes"
"75","VASI","NA","No","NA","NA","No"
"76","ACCI","NA","No","NA","NA","No"
"76","ACGL","NA","No","NA","NA","No"
"76","ACMI","No","NA","NA","NA","No"
"76","AMAL","NA","Yes","NA","NA","No"
"76","ARUV","No","NA","NA","NA","No"
"76","ATFI","NA","No","NA","NA","No"
"76","CAME","NA","No","NA","Yes","NA"
"76","CARU","No","NA","NA","NA","Yes"
"76","CEVE","No","NA","NA","NA","No"
"76","CHUM","NA","No","NA","NA","No"
"76","CLUN","NA","No","NA","NA","No"
"76","COCA","NA","No","NA","NA","No"
"76","EPAN","No","NA","NA","NA","No"
"76","GAOV","NA","No","NA","NA","No"
"76","GASH","NA","No","NA","NA","No"
"76","GOOB","NA","No","NA","NA","No"
"76","GYDR","NA","No","NA","NA","No"
"76","HIAL","NA","No","NA","NA","No"
"76","HODI","NA","No","Yes","NA","No"
"76","LIBO","NA","No","NA","NA","No"
"76","MANE","NA","No","NA","NA","No"
"76","MEFE","NA","No","NA","NA","No"
"76","OPHO","NA","No","NA","NA","No"
"76","PAMY","No","NA","NA","NA","Yes"
"76","POMU","NA","No","NA","NA","No"
"76","PTAQ","NA","No","NA","NA","No"
"76","RULA","NA","No","NA","NA","No"
"76","RUPA","NA","No","NA","NA","No"
"76","RUPE","NA","No","NA","NA","No"
"76","RUSP","NA","No","NA","NA","No"
"76","SOSI","NA","No","NA","NA","No"
"76","SPBE","NA","Yes","NA","NA","No"
"76","TITR","NA","No","NA","NA","No"
"76","TRBO","NA","No","NA","NA","No"
"76","VAME","No","NA","Yes","NA","Yes"
"76","VASI","NA","No","NA","NA","No"
"77","ACCI","NA","No","NA","NA","No"
"77","ACGL","NA","No","NA","NA","No"
"77","ACMI","No","NA","NA","NA","No"
"77","AMAL","NA","No","NA","NA","No"
"77","ARUV","No","NA","NA","NA","No"
"77","ATFI","NA","No","NA","NA","No"
"77","CAME","NA","No","NA","NA","No"
"77","CARU","No","NA","NA","NA","No"
"77","CEVE","No","NA","NA","NA","No"
"77","CHUM","NA","No","NA","NA","No"
"77","CLUN","NA","No","NA","NA","No"
"77","COCA","NA","No","NA","NA","No"
"77","EPAN","No","NA","NA","NA","No"
"77","GAOV","NA","No","NA","NA","No"
"77","GASH","NA","No","NA","NA","No"
"77","GOOB","NA","No","NA","NA","No"
"77","GYDR","NA","No","NA","NA","No"
"77","HIAL","NA","No","NA","NA","No"
"77","HODI","NA","No","Yes","NA","No"
"77","LIBO","NA","No","NA","NA","No"
"77","MANE","NA","No","NA","NA","No"
"77","MEFE","NA","No","NA","NA","No"
"77","OPHO","NA","No","NA","NA","Yes"
"77","PAMY","No","NA","NA","NA","Yes"
"77","POMU","NA","No","NA","NA","No"
"77","PTAQ","NA","No","NA","NA","No"
"77","RULA","NA","No","NA","NA","No"
"77","RUPA","NA","No","NA","NA","No"
"77","RUPE","NA","No","NA","NA","No"
"77","RUSP","NA","No","NA","NA","No"
"77","SOSI","NA","No","NA","NA","No"
"77","SPBE","NA","Yes","NA","NA","No"
"77","TITR","NA","No","NA","NA","No"
"77","TRBO","NA","No","NA","NA","No"
"77","VAME","No","NA","Yes","NA","Yes"
"77","VASI","NA","No","NA","NA","No"
"78","ACCI","NA","No","NA","NA","No"
"78","ACGL","NA","No","NA","NA","No"
"78","ACMI","No","NA","NA","NA","No"
"78","AMAL","NA","No","NA","NA","No"
"78","ARUV","No","NA","NA","NA","No"
"78","ATFI","NA","No","NA","NA","No"
"78","CAME","NA","No","NA","NA","No"
"78","CARU","Yes","NA","NA","NA","No"
"78","CEVE","No","NA","NA","NA","No"
"78","CHUM","NA","No","NA","NA","No"
"78","CLUN","NA","No","NA","NA","No"
"78","COCA","NA","No","NA","NA","No"
"78","EPAN","No","NA","NA","NA","Yes"
"78","GAOV","NA","No","NA","NA","No"
"78","GASH","NA","No","NA","NA","No"
"78","GOOB","NA","No","NA","NA","No"
"78","GYDR","NA","No","NA","NA","No"
"78","HIAL","NA","No","NA","NA","No"
"78","HODI","NA","No","Yes","NA","No"
"78","LIBO","NA","No","NA","NA","No"
"78","MANE","NA","No","NA","NA","No"
"78","MEFE","NA","No","NA","NA","No"
"78","OPHO","NA","No","NA","NA","Yes"
"78","PAMY","No","NA","NA","NA","Yes"
"78","POMU","NA","No","NA","NA","No"
"78","PTAQ","NA","No","NA","NA","No"
"78","RULA","NA","No","NA","NA","No"
"78","RUPA","NA","No","NA","NA","No"
"78","RUPE","NA","No","NA","NA","No"
"78","RUSP","NA","No","NA","NA","No"
"78","SOSI","NA","No","NA","NA","No"
"78","SPBE","NA","Yes","NA","NA","No"
"78","TITR","NA","No","NA","NA","No"
"78","TRBO","NA","No","NA","NA","No"
"78","VAME","No","NA","Yes","NA","Yes"
"78","VASI","NA","No","NA","NA","No"
"79","ACCI","NA","No","NA","NA","No"
"79","ACGL","NA","No","NA","NA","No"
"79","ACMI","No","NA","NA","NA","No"
"79","AMAL","NA","Yes","NA","NA","No"
"79","ARUV","No","NA","NA","NA","No"
"79","ATFI","NA","No","NA","NA","No"
"79","CAME","NA","No","NA","NA","No"
"79","CARU","No","NA","NA","NA","Yes"
"79","CEVE","No","NA","NA","NA","No"
"79","CHUM","NA","No","NA","NA","No"
"79","CLUN","NA","No","NA","NA","No"
"79","COCA","NA","No","NA","NA","No"
"79","EPAN","No","NA","NA","NA","No"
"79","GAOV","NA","No","NA","NA","No"
"79","GASH","NA","No","NA","NA","No"
"79","GOOB","NA","No","NA","NA","No"
"79","GYDR","NA","No","NA","NA","No"
"79","HIAL","NA","No","NA","NA","No"
"79","HODI","NA","No","Yes","NA","No"
"79","LIBO","NA","No","NA","NA","No"
"79","MANE","NA","No","NA","NA","No"
"79","MEFE","NA","No","NA","NA","No"
"79","OPHO","NA","No","NA","NA","Yes"
"79","PAMY","No","NA","NA","NA","Yes"
"79","POMU","NA","No","NA","NA","No"
"79","PTAQ","NA","No","NA","NA","No"
"79","RULA","NA","No","NA","NA","No"
"79","RUPA","NA","No","NA","NA","No"
"79","RUPE","NA","No","NA","NA","No"
"79","RUSP","NA","No","NA","NA","No"
"79","SOSI","NA","No","NA","NA","No"
"79","SPBE","NA","Yes","NA","NA","No"
"79","TITR","NA","No","NA","NA","No"
"79","TRBO","NA","No","NA","NA","No"
"79","VAME","No","NA","Yes","NA","Yes"
"79","VASI","NA","No","NA","NA","No"
"80","ACCI","NA","No","NA","NA","No"
"80","ACGL","NA","No","NA","NA","No"
"80","ACMI","No","NA","NA","NA","No"
"80","AMAL","NA","Yes","NA","NA","No"
"80","ARUV","No","NA","NA","NA","No"
"80","ATFI","NA","No","NA","NA","No"
"80","CAME","NA","No","NA","Yes","NA"
"80","CARU","No","NA","NA","NA","No"
"80","CEVE","No","NA","NA","NA","Yes"
"80","CHUM","NA","No","NA","NA","No"
"80","CLUN","NA","No","NA","NA","No"
"80","COCA","NA","No","NA","NA","No"
"80","EPAN","No","NA","NA","NA","No"
"80","GAOV","NA","No","NA","NA","No"
"80","GASH","NA","No","NA","NA","No"
"80","GOOB","NA","No","NA","NA","No"
"80","GYDR","NA","No","NA","NA","No"
"80","HIAL","NA","No","NA","NA","No"
"80","HODI","NA","No","Yes","NA","No"
"80","LIBO","NA","No","NA","NA","No"
"80","MANE","NA","No","NA","NA","No"
"80","MEFE","NA","No","NA","NA","Yes"
"80","OPHO","NA","No","NA","NA","No"
"80","PAMY","No","NA","NA","NA","No"
"80","POMU","NA","No","NA","NA","No"
"80","PTAQ","NA","No","NA","NA","No"
"80","RULA","NA","No","NA","NA","No"
"80","RUPA","NA","No","NA","NA","No"
"80","RUPE","NA","No","NA","NA","No"
"80","RUSP","NA","No","NA","NA","No"
"80","SOSI","NA","No","NA","NA","No"
"80","SPBE","NA","Yes","NA","NA","No"
"80","TITR","NA","No","NA","NA","No"
"80","TRBO","NA","No","NA","NA","No"
"80","VAME","No","NA","Yes","NA","Yes"
"80","VASI","NA","No","NA","NA","No"
"81","ACCI","NA","No","NA","NA","No"
"81","ACGL","NA","No","NA","NA","No"
"81","ACMI","No","NA","NA","NA","No"
"81","AMAL","NA","No","NA","NA","No"
"81","ARUV","No","NA","NA","NA","Yes"
"81","ATFI","NA","No","NA","NA","No"
"81","CAME","NA","No","NA","NA","No"
"81","CARU","No","NA","NA","NA","No"
"81","CEVE","No","NA","NA","NA","No"
"81","CHUM","NA","No","NA","NA","No"
"81","CLUN","NA","No","NA","NA","No"
"81","COCA","NA","No","NA","NA","No"
"81","EPAN","No","NA","NA","NA","Yes"
"81","GAOV","NA","No","NA","NA","No"
"81","GASH","NA","No","NA","NA","No"
"81","GOOB","NA","No","NA","NA","No"
"81","GYDR","NA","No","NA","NA","No"
"81","HIAL","NA","No","NA","NA","No"
"81","HODI","NA","No","Yes","NA","No"
"81","LIBO","NA","No","NA","NA","No"
"81","MANE","NA","No","NA","NA","No"
"81","MEFE","NA","No","NA","NA","Yes"
"81","OPHO","NA","No","NA","NA","No"
"81","PAMY","No","NA","NA","NA","Yes"
"81","POMU","NA","No","NA","NA","No"
"81","PTAQ","NA","No","NA","NA","No"
"81","RULA","NA","No","NA","NA","No"
"81","RUPA","NA","No","NA","NA","No"
"81","RUPE","NA","No","NA","NA","No"
"81","RUSP","NA","No","NA","NA","No"
"81","SOSI","NA","No","NA","NA","No"
"81","SPBE","NA","Yes","NA","NA","No"
"81","TITR","NA","No","NA","NA","No"
"81","TRBO","NA","No","NA","NA","No"
"81","VAME","No","NA","Yes","NA","Yes"
"81","VASI","NA","No","NA","NA","No"
"82","ACCI","NA","No","NA","NA","No"
"82","ACGL","NA","No","NA","NA","No"
"82","ACMI","No","NA","NA","NA","No"
"82","AMAL","NA","Yes","NA","NA","No"
"82","ARUV","No","NA","NA","NA","Yes"
"82","ATFI","NA","No","NA","NA","No"
"82","CAME","NA","No","NA","NA","No"
"82","CARU","No","NA","NA","NA","No"
"82","CEVE","No","NA","NA","NA","No"
"82","CHUM","NA","No","NA","NA","No"
"82","CLUN","NA","No","NA","NA","No"
"82","COCA","NA","No","NA","NA","No"
"82","EPAN","No","NA","NA","NA","No"
"82","GAOV","NA","No","NA","NA","No"
"82","GASH","NA","No","NA","NA","No"
"82","GOOB","NA","No","NA","NA","No"
"82","GYDR","NA","No","NA","NA","No"
"82","HIAL","NA","No","NA","NA","No"
"82","HODI","NA","No","Yes","NA","No"
"82","LIBO","NA","No","NA","NA","No"
"82","MANE","NA","No","NA","NA","No"
"82","MEFE","NA","No","NA","NA","No"
"82","OPHO","NA","No","NA","NA","No"
"82","PAMY","No","NA","NA","NA","Yes"
"82","POMU","NA","No","NA","NA","No"
"82","PTAQ","NA","No","NA","NA","No"
"82","RULA","NA","No","NA","NA","No"
"82","RUPA","NA","No","NA","NA","No"
"82","RUPE","NA","No","NA","NA","No"
"82","RUSP","NA","No","NA","NA","No"
"82","SOSI","NA","No","NA","NA","No"
"82","SPBE","NA","No","NA","NA","No"
"82","TITR","NA","No","NA","NA","No"
"82","TRBO","NA","No","NA","NA","No"
"82","VAME","No","NA","Yes","NA","Yes"
"82","VASI","NA","No","NA","NA","No"
"83","ACCI","NA","No","NA","NA","No"
"83","ACGL","NA","No","NA","NA","No"
"83","ACMI","No","NA","NA","NA","No"
"83","AMAL","NA","No","NA","NA","No"
"83","ARUV","No","NA","NA","NA","No"
"83","ATFI","NA","No","NA","NA","No"
"83","CAME","NA","No","NA","NA","No"
"83","CARU","Yes","NA","NA","NA","Yes"
"83","CEVE","No","NA","NA","NA","No"
"83","CHUM","NA","No","NA","NA","No"
"83","CLUN","NA","No","NA","NA","No"
"83","COCA","NA","No","NA","NA","No"
"83","EPAN","No","NA","NA","NA","Yes"
"83","GAOV","NA","No","NA","NA","No"
"83","GASH","NA","No","NA","NA","No"
"83","GOOB","NA","No","NA","NA","No"
"83","GYDR","NA","No","NA","NA","No"
"83","HIAL","NA","No","NA","NA","No"
"83","HODI","NA","No","Yes","NA","No"
"83","LIBO","NA","No","NA","NA","No"
"83","MANE","NA","No","NA","NA","No"
"83","MEFE","NA","No","NA","NA","No"
"83","OPHO","NA","No","NA","NA","No"
"83","PAMY","No","NA","NA","NA","Yes"
"83","POMU","NA","No","NA","NA","No"
"83","PTAQ","NA","No","NA","NA","No"
"83","RULA","NA","No","NA","NA","No"
"83","RUPA","NA","No","NA","NA","No"
"83","RUPE","NA","No","NA","NA","No"
"83","RUSP","NA","No","NA","NA","No"
"83","SOSI","NA","No","NA","NA","No"
"83","SPBE","NA","Yes","NA","NA","No"
"83","TITR","NA","No","NA","NA","No"
"83","TRBO","NA","No","NA","NA","No"
"83","VAME","No","NA","Yes","NA","Yes"
"83","VASI","NA","No","NA","NA","No"
"84","ACCI","NA","No","NA","NA","No"
"84","ACGL","NA","No","NA","NA","No"
"84","ACMI","No","NA","NA","NA","No"
"84","AMAL","NA","Yes","NA","NA","No"
"84","ARUV","No","NA","NA","NA","Yes"
"84","ATFI","NA","No","NA","NA","No"
"84","CAME","NA","No","NA","NA","No"
"84","CARU","Yes","NA","NA","NA","No"
"84","CEVE","No","NA","NA","NA","Yes"
"84","CHUM","NA","No","NA","NA","No"
"84","CLUN","NA","No","NA","NA","No"
"84","COCA","NA","No","NA","NA","No"
"84","EPAN","No","NA","NA","NA","Yes"
"84","GAOV","NA","No","NA","NA","No"
"84","GASH","NA","No","NA","NA","No"
"84","GOOB","NA","No","NA","NA","No"
"84","GYDR","NA","No","NA","NA","No"
"84","HIAL","NA","No","NA","NA","No"
"84","HODI","NA","No","Yes","NA","No"
"84","LIBO","NA","No","NA","NA","No"
"84","MANE","NA","No","NA","NA","No"
"84","MEFE","NA","No","NA","NA","No"
"84","OPHO","NA","No","NA","NA","No"
"84","PAMY","No","NA","NA","NA","Yes"
"84","POMU","NA","No","NA","NA","No"
"84","PTAQ","NA","No","NA","NA","No"
"84","RULA","NA","No","NA","NA","No"
"84","RUPA","NA","No","NA","NA","No"
"84","RUPE","NA","No","NA","NA","No"
"84","RUSP","NA","No","NA","NA","No"
"84","SOSI","NA","No","NA","NA","No"
"84","SPBE","NA","Yes","NA","NA","No"
"84","TITR","NA","No","NA","NA","No"
"84","TRBO","NA","No","NA","NA","No"
"84","VAME","No","NA","Yes","NA","Yes"
"84","VASI","NA","No","NA","NA","No"
"85","ACCI","NA","No","NA","NA","No"
"85","ACGL","NA","No","NA","NA","No"
"85","ACMI","No","NA","NA","NA","No"
"85","AMAL","NA","Yes","NA","NA","No"
"85","ARUV","No","NA","NA","NA","No"
"85","ATFI","NA","No","NA","NA","No"
"85","CAME","NA","No","NA","NA","No"
"85","CARU","No","NA","NA","NA","Yes"
"85","CEVE","No","NA","NA","NA","No"
"85","CHUM","NA","No","NA","NA","No"
"85","CLUN","NA","No","NA","NA","No"
"85","COCA","NA","No","NA","NA","No"
"85","EPAN","No","NA","NA","NA","No"
"85","GAOV","NA","No","NA","NA","No"
"85","GASH","NA","No","NA","NA","No"
"85","GOOB","NA","No","NA","NA","No"
"85","GYDR","NA","No","NA","NA","No"
"85","HIAL","NA","No","NA","NA","No"
"85","HODI","NA","No","Yes","NA","No"
"85","LIBO","NA","No","NA","NA","No"
"85","MANE","NA","No","NA","NA","No"
"85","MEFE","NA","No","NA","NA","No"
"85","OPHO","NA","No","NA","NA","Yes"
"85","PAMY","No","NA","NA","NA","No"
"85","POMU","NA","No","NA","NA","No"
"85","PTAQ","NA","No","NA","NA","No"
"85","RULA","NA","No","NA","NA","No"
"85","RUPA","NA","No","NA","NA","No"
"85","RUPE","NA","No","NA","NA","No"
"85","RUSP","NA","No","NA","NA","No"
"85","SOSI","NA","No","NA","NA","No"
"85","SPBE","NA","No","NA","NA","No"
"85","TITR","NA","No","NA","NA","No"
"85","TRBO","NA","No","NA","NA","No"
"85","VAME","No","NA","Yes","NA","Yes"
"85","VASI","NA","No","NA","NA","No"
"86","ACCI","NA","No","NA","NA","No"
"86","ACGL","NA","No","NA","NA","No"
"86","ACMI","No","NA","NA","NA","No"
"86","AMAL","NA","No","NA","NA","No"
"86","ARUV","No","NA","NA","NA","No"
"86","ATFI","NA","No","NA","NA","No"
"86","CAME","NA","No","NA","Yes","NA"
"86","CARU","No","NA","NA","NA","Yes"
"86","CEVE","No","NA","NA","NA","No"
"86","CHUM","NA","No","NA","NA","No"
"86","CLUN","NA","No","NA","NA","No"
"86","COCA","NA","No","NA","NA","No"
"86","EPAN","No","NA","NA","NA","Yes"
"86","GAOV","NA","No","NA","NA","No"
"86","GASH","NA","No","NA","NA","No"
"86","GOOB","NA","No","NA","NA","No"
"86","GYDR","NA","No","NA","NA","No"
"86","HIAL","NA","No","NA","NA","No"
"86","HODI","NA","No","Yes","NA","No"
"86","LIBO","NA","No","NA","NA","No"
"86","MANE","NA","No","NA","NA","No"
"86","MEFE","NA","No","NA","NA","No"
"86","OPHO","NA","No","NA","NA","No"
"86","PAMY","No","NA","NA","NA","Yes"
"86","POMU","NA","No","NA","NA","No"
"86","PTAQ","NA","No","NA","NA","No"
"86","RULA","NA","No","NA","NA","No"
"86","RUPA","NA","No","NA","NA","No"
"86","RUPE","NA","No","NA","NA","No"
"86","RUSP","NA","No","NA","NA","No"
"86","SOSI","NA","No","NA","NA","No"
"86","SPBE","NA","No","NA","NA","No"
"86","TITR","NA","No","NA","NA","No"
"86","TRBO","NA","No","NA","NA","No"
"86","VAME","No","NA","Yes","NA","Yes"
"86","VASI","NA","No","NA","NA","No"
"87","ACCI","NA","No","NA","NA","No"
"87","ACGL","NA","No","NA","NA","No"
"87","ACMI","No","NA","NA","NA","No"
"87","AMAL","NA","No","NA","NA","No"
"87","ARUV","No","NA","NA","NA","No"
"87","ATFI","NA","No","NA","NA","No"
"87","CAME","NA","No","NA","NA","No"
"87","CARU","No","NA","NA","NA","No"
"87","CEVE","No","NA","NA","NA","No"
"87","CHUM","NA","No","NA","NA","No"
"87","CLUN","NA","No","NA","NA","No"
"87","COCA","NA","No","NA","NA","No"
"87","EPAN","No","NA","NA","NA","No"
"87","GAOV","NA","No","NA","NA","No"
"87","GASH","NA","No","NA","NA","No"
"87","GOOB","NA","No","NA","NA","No"
"87","GYDR","NA","No","NA","NA","No"
"87","HIAL","NA","No","NA","NA","No"
"87","HODI","NA","No","NA","NA","No"
"87","LIBO","NA","No","NA","NA","No"
"87","MANE","NA","No","NA","NA","No"
"87","MEFE","NA","No","NA","NA","No"
"87","OPHO","NA","No","NA","NA","Yes"
"87","PAMY","No","NA","NA","NA","Yes"
"87","POMU","NA","No","NA","NA","No"
"87","PTAQ","NA","No","NA","NA","No"
"87","RULA","NA","No","NA","NA","No"
"87","RUPA","NA","No","NA","NA","No"
"87","RUPE","NA","No","NA","NA","No"
"87","RUSP","NA","No","NA","NA","No"
"87","SOSI","NA","No","NA","NA","No"
"87","SPBE","NA","Yes","NA","NA","No"
"87","TITR","NA","No","NA","NA","No"
"87","TRBO","NA","No","NA","NA","No"
"87","VAME","No","NA","Yes","NA","Yes"
"87","VASI","NA","No","NA","NA","No"
"88","ACCI","NA","No","NA","NA","No"
"88","ACGL","NA","No","NA","NA","No"
"88","ACMI","No","NA","NA","NA","No"
"88","AMAL","NA","No","NA","NA","No"
"88","ARUV","No","NA","NA","NA","No"
"88","ATFI","NA","No","NA","NA","No"
"88","CAME","NA","No","NA","Yes","NA"
"88","CARU","Yes","NA","NA","NA","No"
"88","CEVE","No","NA","NA","NA","No"
"88","CHUM","NA","No","NA","NA","No"
"88","CLUN","NA","No","NA","NA","No"
"88","COCA","NA","No","NA","NA","No"
"88","EPAN","No","NA","NA","NA","Yes"
"88","GAOV","NA","No","NA","NA","No"
"88","GASH","NA","No","NA","NA","No"
"88","GOOB","NA","No","NA","NA","No"
"88","GYDR","NA","No","NA","NA","No"
"88","HIAL","NA","No","NA","NA","No"
